N,218,87
N,29,191
N,200,310
N,329,271
N,436,91
N,39,295
N,419,382
N,341,180
N,110,107
N,26,120
N,263,428
N,389,29
N,253,362
N,412,352
N,303,427
N,305,189
N,382,326
N,261,474
N,133,275
N,17,316
N,99,173
N,5,398
N,189,274
N,210,109
N,212,339
N,14,346
N,406,234
N,311,411
N,180,427
N,271,479
N,302,324
N,430,219
N,174,279
N,242,477
N,29,89
N,13,176
N,270,241
N,187,357
N,133,301
N,47,286
N,317,476
N,123,124
N,165,83
N,349,329
N,290,243
N,352,99
N,309,203
N,170,39
N,478,70
N,34,147
N,336,481
N,28,150
N,428,44
E,341,180,311,411
E,210,109,29,89
E,218,87,412,352
E,271,479,34,147
E,210,109,28,150
E,200,310,123,124
E,329,271,29,89
E,212,339,165,83
E,5,398,311,411
E,305,189,14,346
E,329,271,210,109
E,39,295,189,274
E,210,109,212,339
E,303,427,317,476
E,290,243,336,481
E,5,398,180,427
E,382,326,210,109
E,218,87,28,150
E,133,301,309,203
E,189,274,302,324
E,47,286,352,99
E,305,189,242,477
E,123,124,34,147
E,341,180,290,243
E,212,339,311,411
E,200,310,99,173
E,305,189,382,326
E,329,271,110,107
E,26,120,336,481
E,382,326,430,219
E,5,398,13,176
E,210,109,270,241
E,317,476,478,70
E,478,70,428,44
E,99,173,271,479
E,180,427,478,70
E,419,382,290,243
E,419,382,242,477
E,389,29,212,339
E,341,180,478,70
E,39,295,412,352
E,133,275,336,481
E,47,286,349,329
E,412,352,165,83
E,341,180,133,275
E,110,107,317,476
E,389,29,311,411
E,26,120,270,241
E,110,107,180,427
E,311,411,47,286
E,317,476,34,147
E,200,310,349,329
E,110,107,305,189
E,271,479,13,176
E,263,428,271,479
E,29,89,317,476
E,212,339,242,477
E,14,346,187,357
E,218,87,170,39
E,174,279,47,286
E,419,382,165,83
E,382,326,34,147
E,212,339,430,219
E,47,286,309,203
E,436,91,290,243
E,311,411,165,83
E,382,326,133,275
E,39,295,210,109
E,305,189,17,316
E,189,274,428,44
E,210,109,302,324
E,17,316,189,274
E,29,89,336,481
E,389,29,382,326
E,13,176,317,476
E,29,191,17,316
E,39,295,303,427
E,436,91,28,150
E,123,124,478,70
E,352,99,34,147
E,302,324,28,150
E,389,29,349,329
E,263,428,406,234
E,261,474,34,147
E,406,234,430,219
E,412,352,428,44
E,133,275,174,279
E,242,477,187,357
E,261,474,309,203
E,133,301,47,286
E,419,382,305,189
E,200,310,303,427
E,419,382,17,316
E,253,362,303,427
E,419,382,133,275
E,242,477,290,243
E,180,427,174,279
E,99,173,187,357
E,303,427,187,357
E,200,310,478,70
E,5,398,352,99
E,200,310,309,203
E,99,173,34,147
E,253,362,212,339
E,218,87,187,357
E,305,189,28,150
E,133,301,352,99
E,303,427,174,279
E,253,362,290,243
E,263,428,302,324
E,253,362,430,219
E,26,120,133,301
E,349,329,352,99
E,200,310,13,176
E,133,275,13,176
E,389,29,430,219
E,189,274,406,234
E,317,476,123,124
E,419,382,428,44
E,212,339,29,89
E,218,87,271,479
E,26,120,187,357
E,436,91,336,481
E,180,427,34,147
E,309,203,34,147
E,261,474,270,241
E,412,352,123,124
E,39,295,14,346
E,39,295,170,39
E,110,107,133,275
E,218,87,389,29
E,253,362,317,476
E,302,324,47,286
E,218,87,165,83
E,189,274,123,124
E,303,427,47,286
E,389,29,14,346
E,303,427,212,339
E,200,310,210,109
E,218,87,29,89
E,200,310,290,243
E,212,339,28,150
E,14,346,270,241
E,406,234,29,89
E,5,398,28,150
E,303,427,309,203
E,271,479,187,357
E,419,382,336,481
E,341,180,317,476
E,242,477,336,481
E,210,109,309,203
E,309,203,170,39
E,419,382,430,219
E,99,173,270,241
E,270,241,317,476
E,303,427,382,326
E,329,271,336,481
E,382,326,311,411
E,302,324,290,243
E,303,427,14,346
E,261,474,123,124
E,200,310,26,120
E,341,180,17,316
E,17,316,302,324
E,382,326,180,427
E,39,295,382,326
E,406,234,13,176
E,419,382,253,362
E,29,191,99,173
E,406,234,352,99
E,29,191,290,243
E,242,477,352,99
E,412,352,99,173
E,29,191,336,481
E,133,301,336,481
E,419,382,352,99
E,29,191,341,180
E,39,295,317,476
E,5,398,165,83
E,341,180,412,352
E,382,326,336,481
E,419,382,13,176
E,412,352,303,427
E,419,382,271,479
E,189,274,478,70
E,133,301,123,124
E,478,70,28,150
E,253,362,261,474
E,419,382,349,329
E,218,87,305,189
E,329,271,382,326
E,174,279,170,39
E,382,326,478,70
E,406,234,170,39
E,218,87,34,147
E,253,362,174,279
E,412,352,189,274
E,5,398,302,324
E,39,295,349,329
E,341,180,430,219
E,436,91,165,83
E,133,275,210,109
E,341,180,261,474
E,28,150,428,44
E,110,107,271,479
E,261,474,133,275
E,389,29,170,39
E,17,316,270,241
E,436,91,189,274
E,436,91,13,176
E,187,357,290,243
E,436,91,478,70
E,329,271,270,241
E,212,339,290,243
E,39,295,302,324
E,17,316,242,477
E,29,191,389,29
E,26,120,412,352
E,329,271,133,301
E,218,87,270,241
E,17,316,271,479
E,39,295,180,427
E,261,474,28,150
E,271,479,133,301
E,311,411,309,203
E,218,87,180,427
E,261,474,271,479
E,436,91,349,329
E,29,191,133,275
E,305,189,271,479
E,13,176,165,83
E,329,271,212,339
E,317,476,349,329
E,212,339,309,203
E,270,241,34,147
E,26,120,263,428
E,389,29,352,99
E,29,89,270,241
E,305,189,210,109
E,419,382,212,339
E,436,91,29,89
E,419,382,29,89
E,39,295,430,219
E,263,428,311,411
E,110,107,29,89
E,39,295,341,180
E,99,173,478,70
E,302,324,270,241
E,170,39,34,147
E,311,411,187,357
E,436,91,242,477
E,329,271,123,124
E,29,191,352,99
E,29,191,349,329
E,261,474,174,279
E,261,474,165,83
E,263,428,212,339
E,210,109,47,286
E,200,310,253,362
E,180,427,290,243
E,389,29,412,352
E,253,362,47,286
E,218,87,311,411
E,242,477,309,203
E,174,279,13,176
E,26,120,174,279
E,329,271,5,398
E,210,109,34,147
E,303,427,180,427
E,200,310,406,234
E,303,427,29,89
E,14,346,165,83
E,263,428,133,275
E,26,120,430,219
E,5,398,133,301
E,303,427,189,274
E,317,476,290,243
E,212,339,270,241
E,389,29,5,398
E,305,189,29,89
E,17,316,170,39
E,389,29,270,241
E,305,189,309,203
E,436,91,39,295
E,165,83,349,329
E,271,479,290,243
E,305,189,336,481
E,5,398,349,329
E,419,382,210,109
E,389,29,165,83
E,189,274,187,357
E,309,203,428,44
E,39,295,305,189
E,29,191,165,83
E,29,191,419,382
E,110,107,14,346
E,200,310,270,241
E,311,411,242,477
E,200,310,39,295
E,39,295,5,398
E,341,180,305,189
E,302,324,242,477
E,419,382,133,301
E,189,274,47,286
E,242,477,123,124
E,329,271,261,474
E,17,316,428,44
E,389,29,305,189
E,341,180,26,120
E,389,29,47,286
E,412,352,242,477
E,133,275,242,477
E,29,191,110,107
E,329,271,302,324
E,430,219,309,203
E,382,326,302,324
E,17,316,13,176
E,419,382,5,398
E,99,173,210,109
E,200,310,14,346
E,436,91,263,428
E,26,120,123,124
E,430,219,242,477
E,189,274,212,339
E,5,398,47,286
E,5,398,309,203
E,47,286,123,124
E,174,279,317,476
E,26,120,352,99
E,341,180,13,176
E,271,479,352,99
E,99,173,336,481
E,412,352,261,474
E,263,428,180,427
E,210,109,352,99
E,212,339,352,99
E,389,29,28,150
E,406,234,302,324
E,14,346,133,301
E,165,83,336,481
E,311,411,28,150
E,26,120,99,173
E,174,279,352,99
E,17,316,478,70
E,389,29,210,109
E,26,120,389,29
E,210,109,478,70
E,303,427,34,147
E,349,329,34,147
E,210,109,187,357
E,271,479,242,477
E,200,310,180,427
E,303,427,302,324
E,180,427,242,477
E,478,70,34,147
E,382,326,170,39
E,263,428,305,189
E,436,91,428,44
E,253,362,14,346
E,110,107,189,274
E,436,91,187,357
E,212,339,34,147
E,17,316,349,329
E,412,352,174,279
E,29,191,317,476
E,419,382,382,326
E,123,124,165,83
E,14,346,317,476
E,349,329,170,39
E,311,411,174,279
E,218,87,123,124
E,242,477,47,286
E,180,427,302,324
E,305,189,428,44
E,26,120,165,83
E,382,326,317,476
E,382,326,271,479
E,253,362,311,411
E,436,91,133,301
E,17,316,28,150
E,218,87,253,362
E,29,191,261,474
E,14,346,34,147
E,261,474,180,427
E,212,339,406,234
E,110,107,34,147
E,412,352,352,99
E,341,180,428,44
E,26,120,5,398
E,200,310,110,107
E,189,274,242,477
E,305,189,406,234
E,253,362,210,109
E,317,476,170,39
E,436,91,382,326
E,174,279,349,329
E,430,219,317,476
E,39,295,17,316
E,305,189,5,398
E,210,109,133,301
E,271,479,270,241
E,389,29,302,324
E,412,352,187,357
E,13,176,309,203
E,13,176,187,357
E,406,234,47,286
E,200,310,174,279
E,389,29,406,234
E,174,279,478,70
E,430,219,336,481
E,212,339,187,357
E,263,428,290,243
E,303,427,428,44
E,303,427,28,150
E,412,352,309,203
E,165,83,290,243
E,99,173,123,124
E,29,89,34,147
E,302,324,123,124
E,261,474,29,89
E,187,357,47,286
E,419,382,47,286
E,406,234,174,279
E,305,189,349,329
E,382,326,406,234
E,14,346,428,44
E,189,274,180,427
E,17,316,14,346
E,212,339,478,70
E,174,279,309,203
E,218,87,99,173
E,26,120,47,286
E,263,428,317,476
E,436,91,430,219
E,17,316,406,234
E,412,352,14,346
E,34,147,28,150
E,419,382,189,274
E,261,474,5,398
E,187,357,352,99
E,212,339,336,481
E,26,120,170,39
E,317,476,309,203
E,389,29,133,301
E,430,219,123,124
E,218,87,302,324
E,39,295,47,286
E,29,191,26,120
E,218,87,336,481
E,5,398,242,477
E,26,120,305,189
E,26,120,261,474
E,187,357,165,83
E,382,326,165,83
E,303,427,165,83
E,263,428,261,474
E,382,326,309,203
E,436,91,317,476
E,200,310,428,44
E,133,275,187,357
E,329,271,352,99
E,200,310,34,147
E,253,362,336,481
E,39,295,34,147
E,436,91,212,339
E,430,219,270,241
E,14,346,174,279
E,17,316,311,411
E,290,243,352,99
E,200,310,189,274
E,309,203,336,481
E,302,324,13,176
E,13,176,428,44
E,406,234,271,479
E,110,107,303,427
E,329,271,430,219
E,303,427,261,474
E,189,274,270,241
E,189,274,271,479
E,218,87,382,326
E,419,382,170,39
E,210,109,349,329
E,218,87,478,70
E,329,271,303,427
E,253,362,271,479
E,430,219,47,286
E,218,87,133,301
E,271,479,174,279
E,5,398,290,243
E,412,352,133,301
E,200,310,311,411
E,17,316,123,124
E,303,427,13,176
E,29,89,349,329
E,270,241,352,99
E,29,191,478,70
E,5,398,212,339
E,5,398,174,279
E,311,411,352,99
E,412,352,382,326
E,406,234,336,481
E,5,398,123,124
E,17,316,352,99
E,13,176,123,124
E,412,352,305,189
E,329,271,99,173
E,189,274,317,476
E,29,191,29,89
E,303,427,210,109
E,133,301,28,150
E,253,362,29,89
E,311,411,133,301
E,303,427,17,316
E,218,87,17,316
E,200,310,170,39
E,200,310,212,339
E,430,219,290,243
E,406,234,478,70
E,17,316,180,427
E,305,189,180,427
E,133,275,123,124
E,478,70,336,481
E,29,191,329,271
E,110,107,309,203
E,133,275,428,44
E,329,271,309,203
E,13,176,270,241
E,436,91,311,411
E,99,173,28,150
E,210,109,290,243
E,174,279,187,357
E,189,274,165,83
E,389,29,17,316
E,419,382,123,124
E,412,352,170,39
E,110,107,212,339
E,5,398,210,109
E,110,107,406,234
E,200,310,17,316
E,329,271,263,428
E,263,428,428,44
E,110,107,5,398
E,263,428,34,147
E,263,428,165,83
E,419,382,28,150
E,29,191,242,477
E,382,326,270,241
E,26,120,349,329
E,329,271,406,234
E,133,301,170,39
E,419,382,187,357
E,261,474,478,70
E,5,398,189,274
E,311,411,29,89
E,212,339,349,329
E,26,120,14,346
E,13,176,133,301
E,341,180,28,150
E,212,339,428,44
E,329,271,271,479
E,305,189,174,279
E,218,87,210,109
E,13,176,28,150
E,17,316,187,357
E,123,124,290,243
E,352,99,28,150
E,133,301,349,329
E,26,120,189,274
E,133,275,29,89
E,341,180,47,286
E,133,275,478,70
E,389,29,34,147
E,39,295,406,234
E,180,427,317,476
E,39,295,110,107
E,349,329,290,243
E,263,428,478,70
E,165,83,34,147
E,305,189,133,301
E,261,474,430,219
E,133,275,212,339
E,47,286,317,476
E,187,357,309,203
E,329,271,133,275
E,218,87,430,219
E,261,474,210,109
E,263,428,253,362
E,200,310,305,189
E,389,29,123,124
E,311,411,170,39
E,110,107,47,286
E,253,362,406,234
E,389,29,29,89
E,174,279,28,150
E,29,191,187,357
E,180,427,430,219
E,29,191,189,274
E,180,427,187,357
E,110,107,412,352
E,305,189,302,324
E,263,428,389,29
E,261,474,17,316
E,242,477,478,70
E,29,191,406,234
E,253,362,478,70
E,210,109,430,219
E,189,274,170,39
E,187,357,28,150
E,14,346,311,411
E,270,241,309,203
E,5,398,336,481
E,123,124,309,203
E,302,324,187,357
E,17,316,317,476
E,253,362,270,241
E,29,191,170,39
E,412,352,317,476
E,180,427,271,479
E,419,382,341,180
E,189,274,29,89
E,174,279,34,147
E,99,173,13,176
E,412,352,270,241
E,180,427,428,44
E,133,275,406,234
E,26,120,34,147
E,29,191,311,411
E,382,326,174,279
E,218,87,13,176
E,218,87,309,203
E,26,120,309,203
E,5,398,271,479
E,200,310,263,428
E,341,180,406,234
E,99,173,180,427
E,189,274,336,481
E,170,39,478,70
E,406,234,428,44
E,29,191,39,295
E,389,29,261,474
E,311,411,302,324
E,29,89,290,243
E,311,411,271,479
E,261,474,133,301
E,389,29,13,176
E,165,83,478,70
E,174,279,428,44
E,430,219,170,39
E,263,428,382,326
E,412,352,430,219
E,382,326,189,274
E,242,477,165,83
E,170,39,28,150
E,34,147,336,481
E,253,362,133,275
E,419,382,14,346
E,382,326,242,477
E,349,329,336,481
E,187,357,349,329
E,261,474,170,39
E,270,241,290,243
E,110,107,28,150
E,329,271,305,189
E,39,295,123,124
E,99,173,430,219
E,341,180,271,479
E,99,173,349,329
E,218,87,428,44
E,430,219,28,150
E,29,191,303,427
E,382,326,47,286
E,133,275,14,346
E,133,275,170,39
E,436,91,389,29
E,253,362,242,477
E,253,362,352,99
E,305,189,317,476
E,412,352,180,427
E,110,107,170,39
E,200,310,29,89
E,436,91,14,346
E,349,329,28,150
E,261,474,352,99
E,341,180,187,357
E,13,176,478,70
E,39,295,270,241
E,305,189,261,474
E,305,189,430,219
E,110,107,174,279
E,200,310,389,29
E,47,286,170,39
E,436,91,210,109
E,341,180,349,329
E,303,427,478,70
E,271,479,478,70
E,200,310,5,398
E,99,173,133,301
E,436,91,26,120
E,419,382,26,120
E,14,346,302,324
E,389,29,309,203
E,412,352,406,234
E,317,476,165,83
E,311,411,290,243
E,26,120,311,411
E,311,411,478,70
E,302,324,349,329
E,165,83,28,150
E,210,109,170,39
E,271,479,165,83
E,253,362,165,83
E,412,352,478,70
E,218,87,200,310
E,389,29,242,477
E,5,398,187,357
E,110,107,210,109
E,5,398,29,89
E,341,180,29,89
E,47,286,478,70
E,180,427,270,241
E,436,91,271,479
E,133,275,349,329
E,133,301,165,83
E,341,180,123,124
E,261,474,189,274
E,302,324,309,203
E,133,275,180,427
E,341,180,210,109
E,341,180,302,324
E,29,191,174,279
E,329,271,13,176
E,270,241,428,44
E,200,310,336,481
E,123,124,349,329
E,389,29,303,427
E,419,382,317,476
E,14,346,271,479
E,29,89,309,203
E,242,477,13,176
E,242,477,34,147
E,436,91,341,180
E,26,120,253,362
E,39,295,389,29
E,39,295,133,301
E,382,326,123,124
E,200,310,133,301
E,271,479,123,124
E,430,219,428,44
E,29,89,47,286
E,29,191,270,241
E,218,87,47,286
E,436,91,180,427
E,200,310,317,476
E,263,428,349,329
E,253,362,34,147
E,26,120,290,243
E,263,428,187,357
E,419,382,406,234
E,29,191,305,189
E,263,428,270,241
E,180,427,47,286
E,412,352,302,324
E,39,295,290,243
E,311,411,180,427
E,29,191,14,346
E,406,234,309,203
E,39,295,29,89
E,218,87,29,191
E,187,357,336,481
E,29,89,478,70
E,189,274,290,243
E,382,326,187,357
E,263,428,189,274
E,14,346,336,481
E,270,241,336,481
E,17,316,174,279
E,317,476,352,99
E,253,362,349,329
E,99,173,290,243
E,419,382,34,147
E,263,428,174,279
E,39,295,253,362
E,170,39,428,44
E,218,87,317,476
E,302,324,29,89
E,290,243,478,70
E,29,191,253,362
E,17,316,5,398
E,329,271,311,411
E,303,427,133,301
E,412,352,29,89
E,165,83,352,99
E,187,357,123,124
E,412,352,28,150
E,271,479,309,203
E,270,241,349,329
E,341,180,242,477
E,436,91,47,286
E,263,428,133,301
E,242,477,133,301
E,180,427,13,176
E,47,286,336,481
E,436,91,309,203
E,253,362,180,427
E,29,89,13,176
E,17,316,165,83
E,189,274,311,411
E,303,427,305,189
E,329,271,26,120
E,436,91,170,39
E,303,427,271,479
E,349,329,428,44
E,189,274,210,109
E,26,120,29,89
E,210,109,242,477
E,329,271,189,274
E,242,477,428,44
E,406,234,165,83
E,436,91,352,99
E,263,428,412,352
E,329,271,317,476
E,341,180,174,279
E,430,219,352,99
E,14,346,29,89
E,430,219,13,176
E,29,191,28,150
E,200,310,341,180
E,218,87,110,107
E,210,109,174,279
E,303,427,336,481
E,110,107,290,243
E,200,310,133,275
E,430,219,478,70
E,29,191,13,176
E,263,428,309,203
E,110,107,478,70
E,5,398,478,70
E,341,180,303,427
E,436,91,303,427
E,271,479,428,44
E,382,326,212,339
E,26,120,212,339
E,99,173,428,44
E,261,474,336,481
E,406,234,317,476
E,29,191,5,398
E,200,310,352,99
E,290,243,28,150
E,305,189,270,241
E,47,286,28,150
E,212,339,174,279
E,189,274,349,329
E,336,481,28,150
E,210,109,271,479
E,189,274,174,279
E,200,310,430,219
E,329,271,290,243
E,253,362,123,124
E,263,428,47,286
E,187,357,317,476
E,200,310,47,286
E,305,189,311,411
E,305,189,165,83
E,349,329,478,70
E,174,279,290,243
E,14,346,290,243
E,242,477,317,476
E,99,173,170,39
E,270,241,133,301
E,110,107,165,83
E,436,91,412,352
E,341,180,180,427
E,5,398,34,147
E,99,173,165,83
E,329,271,419,382
E,133,275,165,83
E,261,474,13,176
E,406,234,133,301
E,261,474,47,286
E,242,477,349,329
E,406,234,270,241
E,165,83,309,203
E,303,427,349,329
E,412,352,349,329
E,13,176,34,147
E,180,427,133,301
E,212,339,317,476
E,305,189,187,357
E,110,107,336,481
E,436,91,406,234
E,17,316,290,243
E,14,346,47,286
E,303,427,270,241
E,303,427,123,124
E,13,176,170,39
E,174,279,165,83
E,311,411,428,44
E,406,234,242,477
E,26,120,303,427
E,14,346,13,176
E,218,87,349,329
E,430,219,174,279
E,133,275,270,241
E,133,275,309,203
E,189,274,133,301
E,218,87,419,382
E,329,271,28,150
E,29,191,200,310
E,329,271,349,329
E,305,189,133,275
E,180,427,349,329
E,263,428,29,89
E,133,301,428,44
E,419,382,270,241
E,39,295,336,481
E,39,295,352,99
E,39,295,165,83
E,389,29,317,476
E,303,427,290,243
E,389,29,271,479
E,14,346,123,124
E,39,295,26,120
E,263,428,336,481
E,39,295,13,176
E,263,428,14,346
E,261,474,349,329
E,382,326,349,329
E,412,352,210,109
E,419,382,174,279
E,99,173,309,203
E,406,234,123,124
E,329,271,34,147
E,253,362,17,316
