N,133,78
N,198,130
N,231,2
N,419,345
N,61,352
N,350,216
N,82,26
N,100,61
N,397,160
N,224,374
N,224,292
N,63,54
N,457,261
N,372,446
N,26,361
N,281,40
N,225,479
N,391,208
N,431,64
N,110,189
N,314,21
N,358,174
N,278,385
N,407,336
N,228,122
N,435,261
N,315,96
N,111,147
N,494,13
N,164,46
N,303,425
N,128,335
N,211,249
N,320,52
N,203,286
N,15,407
N,430,374
N,129,115
N,192,289
N,479,447
N,100,136
N,202,289
N,11,497
N,262,313
N,97,314
N,487,51
N,345,155
N,479,182
N,154,423
N,26,286
N,128,376
N,26,336
N,223,348
N,257,92
N,242,87
N,480,432
N,89,308
N,30,454
N,80,277
N,160,484
N,392,113
N,106,315
N,68,285
N,374,431
N,483,439
N,221,252
N,460,453
N,244,403
N,40,11
N,399,282
N,344,345
N,46,419
N,17,480
N,442,47
N,350,305
N,145,432
N,469,131
N,487,29
N,79,105
N,364,61
N,477,355
N,431,191
N,136,185
N,151,380
N,448,249
N,136,240
N,95,194
N,297,331
N,429,172
N,311,226
N,406,404
N,472,250
N,492,406
N,270,499
N,53,342
N,485,125
N,300,85
N,374,354
N,252,62
N,211,83
N,24,304
N,40,452
N,51,233
N,409,476
N,276,480
N,65,142
N,425,68
N,468,493
N,226,137
N,371,26
N,314,13
N,495,257
N,397,301
N,246,207
N,496,227
N,33,454
N,481,15
N,0,20
N,320,182
N,338,286
N,178,306
N,135,217
N,9,151
N,121,108
N,382,364
N,237,230
N,55,225
N,166,156
N,333,180
N,429,342
N,211,170
N,488,440
N,351,117
N,308,497
N,132,53
N,498,349
N,487,224
N,380,395
N,303,158
N,357,187
N,87,326
N,478,230
N,233,291
N,481,102
N,346,406
N,258,499
N,324,47
N,464,1
N,104,339
N,215,369
N,307,77
N,353,370
N,249,240
N,81,137
N,210,5
N,483,350
N,274,179
N,328,329
N,121,350
N,467,146
N,47,291
N,316,101
N,258,100
N,35,426
N,481,92
N,16,155
N,350,161
N,319,437
N,152,342
N,293,303
N,15,471
N,29,110
N,62,167
N,450,448
N,87,328
N,7,490
N,137,417
N,347,28
N,39,164
N,127,334
N,311,352
N,332,260
N,228,219
N,239,78
N,101,492
N,47,310
N,129,83
N,128,400
N,190,159
N,276,218
N,25,160
N,418,436
N,34,361
N,270,205
N,159,316
N,233,310
N,121,403
N,53,287
N,45,251
N,146,53
N,356,410
N,232,21
N,356,422
N,491,172
N,449,203
N,388,297
N,440,376
N,106,314
N,133,191
N,63,329
N,242,132
N,79,394
N,427,90
N,338,342
N,69,35
N,175,36
N,348,59
N,416,119
N,29,144
N,321,319
N,454,155
N,499,364
N,28,208
N,417,297
N,202,258
N,469,395
N,18,341
N,249,336
N,388,221
N,244,7
N,349,354
N,133,51
N,239,350
N,154,221
N,212,401
N,291,351
N,495,215
N,300,59
N,230,39
N,258,481
N,117,336
N,286,394
N,162,218
N,494,372
N,31,117
N,338,392
N,373,89
N,240,492
N,430,108
N,304,22
N,79,383
N,89,9
N,476,498
N,489,269
N,484,425
N,373,203
N,21,413
N,171,131
N,79,209
N,290,90
N,314,152
N,312,11
N,264,348
N,428,31
N,416,80
N,69,293
N,118,189
N,99,340
N,457,188
N,412,268
N,15,98
N,85,196
N,462,265
N,59,199
N,91,393
N,96,30
N,483,286
N,124,147
N,180,224
N,495,480
N,145,489
N,74,251
N,176,280
N,460,7
N,378,372
N,194,299
N,357,7
N,416,260
N,68,387
N,10,451
N,225,333
N,137,5
N,16,70
N,128,449
N,129,44
N,134,429
N,16,166
N,152,10
N,470,425
N,158,365
E,160,484,350,161
E,274,179,481,92
E,303,425,286,394
E,29,110,133,51
E,468,493,457,188
E,128,335,346,406
E,418,436,180,224
E,311,226,239,350
E,226,137,121,350
E,388,297,499,364
E,228,122,118,189
E,278,385,324,47
E,397,160,28,208
E,399,282,476,498
E,348,59,194,299
E,315,96,233,291
E,278,385,154,423
E,121,108,128,400
E,117,336,314,152
E,435,261,488,440
E,133,78,382,364
E,232,21,59,199
E,382,364,321,319
E,483,350,145,489
E,338,286,79,383
E,427,90,134,429
E,346,406,481,92
E,496,227,333,180
E,491,172,18,341
E,397,160,215,369
E,68,285,51,233
E,190,159,137,5
E,53,342,215,369
E,100,136,39,164
E,47,291,21,413
E,346,406,232,21
E,427,90,137,5
E,231,2,483,439
E,498,349,53,287
E,237,230,449,203
E,257,92,496,227
E,133,78,128,449
E,468,493,15,471
E,212,401,290,90
E,15,471,258,481
E,392,113,87,328
E,221,252,346,406
E,488,440,481,102
E,39,164,69,293
E,278,385,416,119
E,478,230,470,425
E,89,308,412,268
E,469,395,244,7
E,412,268,16,166
E,162,218,412,268
E,61,352,16,155
E,487,51,290,90
E,164,46,91,393
E,278,385,450,448
E,18,341,145,489
E,430,374,40,11
E,388,221,176,280
E,472,250,59,199
E,303,425,239,78
E,68,285,166,156
E,372,446,249,336
E,111,147,481,92
E,350,161,171,131
E,224,374,136,185
E,478,230,450,448
E,293,303,62,167
E,136,240,24,304
E,489,269,68,387
E,476,498,462,265
E,246,207,91,393
E,460,453,276,480
E,26,361,239,78
E,297,331,338,342
E,24,304,190,159
E,17,480,228,219
E,53,287,356,410
E,132,53,180,224
E,412,268,176,280
E,258,100,59,199
E,391,208,373,89
E,0,20,353,370
E,223,348,160,484
E,498,349,291,351
E,281,40,79,383
E,210,5,7,490
E,45,251,314,152
E,303,425,242,132
E,479,447,374,431
E,480,432,33,454
E,203,286,353,370
E,338,342,416,80
E,226,137,53,287
E,349,354,79,383
E,110,189,136,185
E,496,227,464,1
E,418,436,427,90
E,346,406,47,291
E,460,453,117,336
E,320,52,146,53
E,111,147,152,10
E,65,142,291,351
E,224,292,314,21
E,467,146,91,393
E,211,83,24,304
E,25,160,416,80
E,79,105,232,21
E,270,205,79,383
E,175,36,286,394
E,270,205,457,188
E,97,314,40,452
E,128,376,448,249
E,65,142,121,350
E,111,147,338,342
E,129,83,356,410
E,89,308,332,260
E,97,314,228,219
E,278,385,31,117
E,278,385,492,406
E,40,452,276,480
E,106,315,128,449
E,344,345,351,117
E,252,62,40,452
E,25,160,128,449
E,81,137,430,108
E,419,345,427,90
E,35,426,356,410
E,380,395,230,39
E,146,53,63,329
E,431,64,303,158
E,226,137,137,417
E,303,425,499,364
E,223,348,489,269
E,224,292,264,348
E,159,316,233,310
E,244,403,495,257
E,89,308,79,209
E,59,199,152,10
E,7,490,96,30
E,211,170,152,342
E,224,292,104,339
E,319,437,89,9
E,133,78,82,26
E,0,20,469,395
E,314,21,239,350
E,25,160,158,365
E,392,113,244,403
E,374,354,293,303
E,399,282,469,131
E,242,132,249,336
E,416,119,154,221
E,454,155,489,269
E,26,336,481,15
E,15,471,162,218
E,308,497,225,333
E,25,160,212,401
E,380,395,460,7
E,53,342,134,429
E,442,47,264,348
E,477,355,307,77
E,276,218,21,413
E,91,393,194,299
E,135,217,10,451
E,492,406,316,101
E,211,83,211,170
E,104,339,307,77
E,26,336,180,224
E,338,286,237,230
E,417,297,96,30
E,26,336,135,217
E,467,146,79,383
E,224,292,59,199
E,63,54,118,189
E,270,499,440,376
E,95,194,0,20
E,128,335,297,331
E,429,172,476,498
E,160,484,290,90
E,192,289,53,342
E,211,249,117,336
E,61,352,226,137
E,30,454,176,280
E,87,326,137,417
E,202,289,239,350
E,244,403,34,361
E,460,453,311,226
E,350,305,10,451
E,231,2,348,59
E,485,125,417,297
E,82,26,252,62
E,237,230,215,369
E,24,304,417,297
E,257,92,225,333
E,315,96,320,52
E,11,497,136,240
E,487,51,460,453
E,9,151,476,498
E,350,216,311,226
E,469,131,347,28
E,350,216,496,227
E,311,226,89,9
E,239,350,416,260
E,397,160,470,425
E,24,304,28,208
E,11,497,270,205
E,89,308,137,5
E,215,369,145,489
E,442,47,314,13
E,39,164,373,89
E,26,361,106,314
E,224,374,33,454
E,276,480,320,182
E,315,96,180,224
E,258,481,158,365
E,350,305,487,29
E,0,20,202,258
E,281,40,435,261
E,47,310,63,329
E,110,189,399,282
E,391,208,416,80
E,35,426,311,352
E,350,216,65,142
E,345,155,40,452
E,211,83,290,90
E,225,479,121,403
E,135,217,467,146
E,491,172,338,392
E,129,115,397,301
E,226,137,397,301
E,300,85,409,476
E,479,447,417,297
E,431,191,96,30
E,349,354,158,365
E,344,345,244,7
E,448,249,276,480
E,429,172,425,68
E,430,374,9,151
E,492,406,293,303
E,246,207,79,383
E,478,230,291,351
E,487,51,89,308
E,270,499,154,221
E,487,29,233,291
E,225,479,293,303
E,40,11,472,250
E,320,182,129,44
E,0,20,478,230
E,63,54,374,431
E,371,26,314,13
E,237,230,133,51
E,397,160,53,287
E,225,479,91,393
E,16,155,244,7
E,311,352,158,365
E,328,329,21,413
E,95,194,412,268
E,258,100,258,481
E,61,352,409,476
E,303,158,307,77
E,15,407,274,179
E,18,341,494,372
E,47,310,314,152
E,221,252,477,355
E,300,85,314,13
E,399,282,382,364
E,154,221,304,22
E,104,339,159,316
E,164,46,239,350
E,307,77,134,429
E,53,287,28,208
E,278,385,477,355
E,225,479,468,493
E,231,2,382,364
E,252,62,166,156
E,96,30,145,489
E,351,117,101,492
E,26,361,129,83
E,303,158,499,364
E,198,130,9,151
E,397,160,338,392
E,121,403,291,351
E,215,369,388,221
E,344,345,484,425
E,26,336,212,401
E,79,209,91,393
E,82,26,488,440
E,68,285,373,89
E,210,5,137,417
E,154,423,293,303
E,478,230,21,413
E,240,492,194,299
E,242,87,47,291
E,494,13,221,252
E,211,83,145,489
E,449,203,230,39
E,481,92,349,354
E,47,310,232,21
E,276,480,121,403
E,484,425,314,152
E,135,217,152,10
E,237,230,328,329
E,226,137,346,406
E,246,207,498,349
E,154,221,300,59
E,28,208,85,196
E,79,394,494,372
E,380,395,239,78
E,211,170,16,70
E,239,78,118,189
E,89,308,333,180
E,194,299,129,44
E,211,249,440,376
E,233,291,176,280
E,192,289,291,351
E,45,251,91,393
E,351,117,356,422
E,246,207,454,155
E,51,233,380,395
E,303,425,382,364
E,136,185,304,22
E,26,336,24,304
E,357,187,16,166
E,372,446,495,480
E,391,208,106,314
E,399,282,276,218
E,442,47,74,251
E,311,352,154,221
E,374,431,104,339
E,311,226,59,199
E,483,350,15,471
E,320,182,483,350
E,350,161,16,166
E,264,348,85,196
E,382,364,357,187
E,442,47,468,493
E,51,233,7,490
E,111,147,492,406
E,224,374,428,31
E,17,480,137,5
E,478,230,430,108
E,224,374,137,417
E,333,180,104,339
E,262,313,79,105
E,374,354,81,137
E,372,446,128,376
E,314,21,321,319
E,484,425,176,280
E,137,417,34,361
E,46,419,462,265
E,281,40,95,194
E,460,453,388,297
E,233,291,117,336
E,487,29,190,159
E,249,240,159,316
E,79,105,347,28
E,46,419,16,155
E,55,225,303,158
E,128,376,406,404
E,480,432,121,403
E,129,83,349,354
E,151,380,166,156
E,495,257,15,98
E,448,249,74,251
E,104,339,154,221
E,129,115,228,219
E,320,52,176,280
E,373,203,428,31
E,40,452,34,361
E,97,314,464,1
E,99,340,460,7
E,28,208,258,481
E,24,304,450,448
E,231,2,244,403
E,391,208,345,155
E,160,484,440,376
E,487,51,311,352
E,224,374,10,451
E,409,476,476,498
E,133,51,152,10
E,82,26,128,400
E,308,497,418,436
E,106,314,416,119
E,499,364,264,348
E,233,310,338,392
E,100,61,378,372
E,225,479,137,5
E,487,51,483,439
E,321,319,286,394
E,106,315,290,90
E,252,62,211,170
E,9,151,211,170
E,25,160,286,394
E,203,286,40,11
E,314,21,79,209
E,357,187,460,7
E,79,105,137,5
E,419,345,111,147
E,40,11,0,20
E,314,21,202,289
E,136,185,240,492
E,252,62,152,10
E,136,240,53,287
E,133,191,483,286
E,397,301,68,387
E,416,80,457,188
E,26,361,16,166
E,419,345,237,230
E,430,374,62,167
E,95,194,99,340
E,350,161,304,22
E,59,199,483,286
E,211,83,373,89
E,87,326,373,203
E,128,335,373,89
E,47,310,249,336
E,320,52,106,315
E,425,68,69,35
E,481,102,59,199
E,232,21,258,481
E,442,47,226,137
E,79,383,373,203
E,487,224,134,429
E,430,108,171,131
E,16,155,264,348
E,487,51,106,315
E,128,400,225,333
E,164,46,230,39
E,308,497,357,187
E,481,92,162,218
E,406,404,202,258
E,154,423,240,492
E,26,336,320,182
E,257,92,80,277
E,488,440,158,365
E,462,265,16,70
E,320,182,134,429
E,472,250,62,167
E,244,403,225,333
